País,Indicador,Año,Valor
HTI,Ambient air pollution attributable deaths,2019,1069.73291
HTI,Ambient air pollution attributable deaths,2019,310.34702
HTI,Ambient air pollution attributable deaths,2019,575.01868
HTI,Ambient air pollution attributable deaths,2019,2034.917
HTI,Ambient air pollution attributable deaths,2019,11.44692
HTI,Ambient air pollution attributable deaths,2019,101.34191
HTI,Ambient air pollution attributable deaths,2019,928.91661
HTI,Ambient air pollution attributable deaths,2019,293.53372
HTI,Ambient air pollution attributable deaths,2019,347.3101
HTI,Ambient air pollution attributable deaths,2019,1679.41569
HTI,Ambient air pollution attributable deaths,2019,8.31336
HND,Ambient air pollution attributable deaths,2019,392.01047
HND,Ambient air pollution attributable deaths,2019,1650.05842
HND,Ambient air pollution attributable deaths,2019,232.4515
HND,Ambient air pollution attributable deaths,2019,712.27546
HND,Ambient air pollution attributable deaths,2019,3018.42169
HND,Ambient air pollution attributable deaths,2019,31.62584
HND,Ambient air pollution attributable deaths,2019,209.48403
HND,Ambient air pollution attributable deaths,2019,855.92654
HND,Ambient air pollution attributable deaths,2019,95.98671
HND,Ambient air pollution attributable deaths,2019,422.27791
HND,Ambient air pollution attributable deaths,2019,1597.39956
HND,Ambient air pollution attributable deaths,2019,13.72438
HND,Ambient air pollution attributable deaths,2019,182.52644
HND,Ambient air pollution attributable deaths,2019,794.13188
HND,Ambient air pollution attributable deaths,2019,136.46479
HND,Ambient air pollution attributable deaths,2019,289.99755
HND,Ambient air pollution attributable deaths,2019,1421.02213
HND,Ambient air pollution attributable deaths,2019,17.90146
JAM,Ambient air pollution attributable deaths,2019,49.76992
JAM,Ambient air pollution attributable deaths,2019,325.64777
JAM,Ambient air pollution attributable deaths,2019,59.33527
JAM,Ambient air pollution attributable deaths,2019,266.09198
JAM,Ambient air pollution attributable deaths,2019,733.15601
JAM,Ambient air pollution attributable deaths,2019,32.31107
JAM,Ambient air pollution attributable deaths,2019,10.16665
JAM,Ambient air pollution attributable deaths,2019,156.30755
JAM,Ambient air pollution attributable deaths,2019,28.7206
JAM,Ambient air pollution attributable deaths,2019,143.47583
JAM,Ambient air pollution attributable deaths,2019,347.02176
JAM,Ambient air pollution attributable deaths,2019,8.35113
JAM,Ambient air pollution attributable deaths,2019,39.60326
JAM,Ambient air pollution attributable deaths,2019,169.34022
JAM,Ambient air pollution attributable deaths,2019,30.61468
JAM,Ambient air pollution attributable deaths,2019,122.61615
JAM,Ambient air pollution attributable deaths,2019,386.13424
JAM,Ambient air pollution attributable deaths,2019,23.95994
SLV,Ambient air pollution attributable deaths,2019,216.98261
SLV,Ambient air pollution attributable deaths,2019,1247.85489
SLV,Ambient air pollution attributable deaths,2019,490.56848
SLV,Ambient air pollution attributable deaths,2019,215.72682
SLV,Ambient air pollution attributable deaths,2019,2199.80703
SLV,Ambient air pollution attributable deaths,2019,28.67423
SLV,Ambient air pollution attributable deaths,2019,106.6888
SLV,Ambient air pollution attributable deaths,2019,602.37443
SLV,Ambient air pollution attributable deaths,2019,205.07248
SLV,Ambient air pollution attributable deaths,2019,113.8058
SLV,Ambient air pollution attributable deaths,2019,1042.25476
SLV,Ambient air pollution attributable deaths,2019,14.31324
SLV,Ambient air pollution attributable deaths,2019,110.29381
SLV,Ambient air pollution attributable deaths,2019,645.48045
SLV,Ambient air pollution attributable deaths,2019,285.496
SLV,Ambient air pollution attributable deaths,2019,101.92101
SLV,Ambient air pollution attributable deaths,2019,1157.55226
SLV,Ambient air pollution attributable deaths,2019,14.36099
USA,Ambient air pollution attributable deaths,2019,10551.34348
USA,Ambient air pollution attributable deaths,2019,65363.60744
USA,Ambient air pollution attributable deaths,2019,4164.39282
USA,Ambient air pollution attributable deaths,2019,9853.00066
USA,Ambient air pollution attributable deaths,2019,93874.38152
USA,Ambient air pollution attributable deaths,2019,3942.03711
USA,Ambient air pollution attributable deaths,2019,5520.32295
USA,Ambient air pollution attributable deaths,2019,29022.91951
USA,Ambient air pollution attributable deaths,2019,2187.07151
USA,Ambient air pollution attributable deaths,2019,5723.83159
USA,Ambient air pollution attributable deaths,2019,44266.61547
USA,Ambient air pollution attributable deaths,2019,1812.46992
USA,Ambient air pollution attributable deaths,2019,5031.02053
USA,Ambient air pollution attributable deaths,2019,36340.68793
USA,Ambient air pollution attributable deaths,2019,1977.32132
USA,Ambient air pollution attributable deaths,2019,4129.16907
USA,Ambient air pollution attributable deaths,2019,49607.76604
USA,Ambient air pollution attributable deaths,2019,2129.56719
MEX,Ambient air pollution attributable deaths,2019,3667.89274
MEX,Ambient air pollution attributable deaths,2019,23289.40039
MEX,Ambient air pollution attributable deaths,2019,4287.29231
MEX,Ambient air pollution attributable deaths,2019,4835.93244
MEX,Ambient air pollution attributable deaths,2019,36683.5642
MEX,Ambient air pollution attributable deaths,2019,603.04633
MEX,Ambient air pollution attributable deaths,2019,1781.49445
MEX,Ambient air pollution attributable deaths,2019,10465.85156
MEX,Ambient air pollution attributable deaths,2019,1889.51919
MEX,Ambient air pollution attributable deaths,2019,2487.89626
MEX,Ambient air pollution attributable deaths,2019,16855.24277
MEX,Ambient air pollution attributable deaths,2019,230.4813
MEX,Ambient air pollution attributable deaths,2019,1886.39828
MEX,Ambient air pollution attributable deaths,2019,12823.54883
MEX,Ambient air pollution attributable deaths,2019,2397.77311
MEX,Ambient air pollution attributable deaths,2019,2348.03618
MEX,Ambient air pollution attributable deaths,2019,19828.32142
MEX,Ambient air pollution attributable deaths,2019,372.56502
NIC,Ambient air pollution attributable deaths,2019,182.46142
NIC,Ambient air pollution attributable deaths,2019,1126.4341
NIC,Ambient air pollution attributable deaths,2019,176.21322
NIC,Ambient air pollution attributable deaths,2019,254.54693
NIC,Ambient air pollution attributable deaths,2019,1759.74158
NIC,Ambient air pollution attributable deaths,2019,20.08591
NIC,Ambient air pollution attributable deaths,2019,93.49191
NIC,Ambient air pollution attributable deaths,2019,562.94489
NIC,Ambient air pollution attributable deaths,2019,82.95352
NIC,Ambient air pollution attributable deaths,2019,138.01439
NIC,Ambient air pollution attributable deaths,2019,885.80785
NIC,Ambient air pollution attributable deaths,2019,8.40315
NIC,Ambient air pollution attributable deaths,2019,88.96951
NIC,Ambient air pollution attributable deaths,2019,563.48921
NIC,Ambient air pollution attributable deaths,2019,93.25971
NIC,Ambient air pollution attributable deaths,2019,116.53253
NIC,Ambient air pollution attributable deaths,2019,873.93373
NIC,Ambient air pollution attributable deaths,2019,11.68276
PAN,Ambient air pollution attributable deaths,2019,74.55081
PAN,Ambient air pollution attributable deaths,2019,451.5732
PAN,Ambient air pollution attributable deaths,2019,83.6636
PAN,Ambient air pollution attributable deaths,2019,190.7629
PAN,Ambient air pollution attributable deaths,2019,816.45758
PAN,Ambient air pollution attributable deaths,2019,15.90708
PAN,Ambient air pollution attributable deaths,2019,34.51996
PAN,Ambient air pollution attributable deaths,2019,198.6494
PAN,Ambient air pollution attributable deaths,2019,37.40654
PAN,Ambient air pollution attributable deaths,2019,88.9305
PAN,Ambient air pollution attributable deaths,2019,365.32455
PAN,Ambient air pollution attributable deaths,2019,5.81816
PAN,Ambient air pollution attributable deaths,2019,40.03085
PAN,Ambient air pollution attributable deaths,2019,252.92379
PAN,Ambient air pollution attributable deaths,2019,46.25707
PAN,Ambient air pollution attributable deaths,2019,101.83239
PAN,Ambient air pollution attributable deaths,2019,451.13303
PAN,Ambient air pollution attributable deaths,2019,10.08892
PRY,Ambient air pollution attributable deaths,2019,111.19705
PRY,Ambient air pollution attributable deaths,2019,748.53115
PRY,Ambient air pollution attributable deaths,2019,207.3882
PRY,Ambient air pollution attributable deaths,2019,290.40933
PRY,Ambient air pollution attributable deaths,2019,1398.08358
PRY,Ambient air pollution attributable deaths,2019,40.55785
PRY,Ambient air pollution attributable deaths,2019,32.69655
PRY,Ambient air pollution attributable deaths,2019,299.94892
PRY,Ambient air pollution attributable deaths,2019,94.77026
PRY,Ambient air pollution attributable deaths,2019,136.36181
PRY,Ambient air pollution attributable deaths,2019,571.49103
PRY,Ambient air pollution attributable deaths,2019,7.71348
PRY,Ambient air pollution attributable deaths,2019,78.5005
PRY,Ambient air pollution attributable deaths,2019,448.58222
PRY,Ambient air pollution attributable deaths,2019,112.61794
PRY,Ambient air pollution attributable deaths,2019,154.04752
PRY,Ambient air pollution attributable deaths,2019,826.59256
PRY,Ambient air pollution attributable deaths,2019,32.84437
PER,Ambient air pollution attributable deaths,2019,428.8708
PER,Ambient air pollution attributable deaths,2019,3173.07323
PER,Ambient air pollution attributable deaths,2019,3667.47162
PER,Ambient air pollution attributable deaths,2019,1181.42467
PER,Ambient air pollution attributable deaths,2019,8847.98827
PER,Ambient air pollution attributable deaths,2019,397.14795
PER,Ambient air pollution attributable deaths,2019,217.74611
PER,Ambient air pollution attributable deaths,2019,1504.22915
PER,Ambient air pollution attributable deaths,2019,1942.82198
PER,Ambient air pollution attributable deaths,2019,619.53052
PER,Ambient air pollution attributable deaths,2019,4474.66383
PER,Ambient air pollution attributable deaths,2019,190.33607
PER,Ambient air pollution attributable deaths,2019,211.12469
PER,Ambient air pollution attributable deaths,2019,1668.84408
PER,Ambient air pollution attributable deaths,2019,1724.64964
PER,Ambient air pollution attributable deaths,2019,561.89415
PER,Ambient air pollution attributable deaths,2019,4373.32444
PER,Ambient air pollution attributable deaths,2019,206.81188
DOM,Ambient air pollution attributable deaths,2019,76.44674
DOM,Ambient air pollution attributable deaths,2019,1958.39433
DOM,Ambient air pollution attributable deaths,2019,154.73904
DOM,Ambient air pollution attributable deaths,2019,506.64408
DOM,Ambient air pollution attributable deaths,2019,2730.35254
DOM,Ambient air pollution attributable deaths,2019,34.12836
DOM,Ambient air pollution attributable deaths,2019,33.16954
DOM,Ambient air pollution attributable deaths,2019,870.27676
DOM,Ambient air pollution attributable deaths,2019,76.64514
DOM,Ambient air pollution attributable deaths,2019,245.98248
DOM,Ambient air pollution attributable deaths,2019,1240.19403
DOM,Ambient air pollution attributable deaths,2019,14.12011
DOM,Ambient air pollution attributable deaths,2019,43.2772
DOM,Ambient air pollution attributable deaths,2019,1088.11757
DOM,Ambient air pollution attributable deaths,2019,78.0939
DOM,Ambient air pollution attributable deaths,2019,260.66159
DOM,Ambient air pollution attributable deaths,2019,1490.15851
DOM,Ambient air pollution attributable deaths,2019,20.00825
LCA,Ambient air pollution attributable deaths,2019,3.76005
LCA,Ambient air pollution attributable deaths,2019,22.67797
LCA,Ambient air pollution attributable deaths,2019,6.12392
LCA,Ambient air pollution attributable deaths,2019,14.72236
LCA,Ambient air pollution attributable deaths,2019,47.97966
LCA,Ambient air pollution attributable deaths,2019,0.69536
LCA,Ambient air pollution attributable deaths,2019,0.8419
LCA,Ambient air pollution attributable deaths,2019,8.80719
LCA,Ambient air pollution attributable deaths,2019,2.47104
LCA,Ambient air pollution attributable deaths,2019,6.7338
LCA,Ambient air pollution attributable deaths,2019,18.9567
LCA,Ambient air pollution attributable deaths,2019,0.10276
LCA,Ambient air pollution attributable deaths,2019,2.91815
LCA,Ambient air pollution attributable deaths,2019,13.87078
LCA,Ambient air pollution attributable deaths,2019,3.65288
LCA,Ambient air pollution attributable deaths,2019,7.98856
LCA,Ambient air pollution attributable deaths,2019,29.02296
LCA,Ambient air pollution attributable deaths,2019,0.59259
VCT,Ambient air pollution attributable deaths,2019,1.82396
VCT,Ambient air pollution attributable deaths,2019,21.57193
VCT,Ambient air pollution attributable deaths,2019,3.81574
VCT,Ambient air pollution attributable deaths,2019,8.33344
VCT,Ambient air pollution attributable deaths,2019,35.86105
VCT,Ambient air pollution attributable deaths,2019,0.31598
VCT,Ambient air pollution attributable deaths,2019,0.66911
VCT,Ambient air pollution attributable deaths,2019,10.70714
VCT,Ambient air pollution attributable deaths,2019,1.76627
VCT,Ambient air pollution attributable deaths,2019,4.23628
VCT,Ambient air pollution attributable deaths,2019,17.51967
VCT,Ambient air pollution attributable deaths,2019,0.14087
VCT,Ambient air pollution attributable deaths,2019,1.15484
VCT,Ambient air pollution attributable deaths,2019,10.86479
VCT,Ambient air pollution attributable deaths,2019,2.04947
VCT,Ambient air pollution attributable deaths,2019,4.09716
VCT,Ambient air pollution attributable deaths,2019,18.34138
VCT,Ambient air pollution attributable deaths,2019,0.17511
SUR,Ambient air pollution attributable deaths,2019,8.58153
SUR,Ambient air pollution attributable deaths,2019,111.42253
SUR,Ambient air pollution attributable deaths,2019,21.18938
SUR,Ambient air pollution attributable deaths,2019,58.39164
SUR,Ambient air pollution attributable deaths,2019,205.12411
SUR,Ambient air pollution attributable deaths,2019,5.53903
SUR,Ambient air pollution attributable deaths,2019,3.45766
SUR,Ambient air pollution attributable deaths,2019,46.54181
SUR,Ambient air pollution attributable deaths,2019,9.34587
SUR,Ambient air pollution attributable deaths,2019,28.71973
SUR,Ambient air pollution attributable deaths,2019,89.92543
SUR,Ambient air pollution attributable deaths,2019,1.86036
SUR,Ambient air pollution attributable deaths,2019,5.12387
SUR,Ambient air pollution attributable deaths,2019,64.88072
SUR,Ambient air pollution attributable deaths,2019,11.84351
SUR,Ambient air pollution attributable deaths,2019,29.67191
SUR,Ambient air pollution attributable deaths,2019,115.19868
SUR,Ambient air pollution attributable deaths,2019,3.67867
TTO,Ambient air pollution attributable deaths,2019,10.50749
TTO,Ambient air pollution attributable deaths,2019,240.77252
TTO,Ambient air pollution attributable deaths,2019,22.27827
TTO,Ambient air pollution attributable deaths,2019,71.34115
TTO,Ambient air pollution attributable deaths,2019,354.62665
TTO,Ambient air pollution attributable deaths,2019,9.72721
TTO,Ambient air pollution attributable deaths,2019,2.64618
TTO,Ambient air pollution attributable deaths,2019,98.357
TTO,Ambient air pollution attributable deaths,2019,9.37375
TTO,Ambient air pollution attributable deaths,2019,33.20238
TTO,Ambient air pollution attributable deaths,2019,145.79259
TTO,Ambient air pollution attributable deaths,2019,2.21327
TTO,Ambient air pollution attributable deaths,2019,7.86131
TTO,Ambient air pollution attributable deaths,2019,142.41552
TTO,Ambient air pollution attributable deaths,2019,12.90452
TTO,Ambient air pollution attributable deaths,2019,38.13877
TTO,Ambient air pollution attributable deaths,2019,208.83406
TTO,Ambient air pollution attributable deaths,2019,7.51394
URY,Ambient air pollution attributable deaths,2019,113.65029
URY,Ambient air pollution attributable deaths,2019,622.37554
URY,Ambient air pollution attributable deaths,2019,119.10092
URY,Ambient air pollution attributable deaths,2019,210.17047
URY,Ambient air pollution attributable deaths,2019,1114.56051
URY,Ambient air pollution attributable deaths,2019,49.26329
URY,Ambient air pollution attributable deaths,2019,42.62988
URY,Ambient air pollution attributable deaths,2019,303.46708
URY,Ambient air pollution attributable deaths,2019,68.43473
URY,Ambient air pollution attributable deaths,2019,123.97353
URY,Ambient air pollution attributable deaths,2019,551.99787
URY,Ambient air pollution attributable deaths,2019,13.49264
URY,Ambient air pollution attributable deaths,2019,71.02041
URY,Ambient air pollution attributable deaths,2019,318.90846
URY,Ambient air pollution attributable deaths,2019,50.66619
URY,Ambient air pollution attributable deaths,2019,86.19693
URY,Ambient air pollution attributable deaths,2019,562.56264
URY,Ambient air pollution attributable deaths,2019,35.77065
VEN,Ambient air pollution attributable deaths,2019,601.93257
VEN,Ambient air pollution attributable deaths,2019,5185.24371
VEN,Ambient air pollution attributable deaths,2019,1135.97863
VEN,Ambient air pollution attributable deaths,2019,1393.11176
VEN,Ambient air pollution attributable deaths,2019,8605.90825
VEN,Ambient air pollution attributable deaths,2019,289.64159
VEN,Ambient air pollution attributable deaths,2019,282.06534
VEN,Ambient air pollution attributable deaths,2019,2265.25517
VEN,Ambient air pollution attributable deaths,2019,531.3229
VEN,Ambient air pollution attributable deaths,2019,723.38108
VEN,Ambient air pollution attributable deaths,2019,3924.93866
VEN,Ambient air pollution attributable deaths,2019,122.91417
VEN,Ambient air pollution attributable deaths,2019,319.86722
VEN,Ambient air pollution attributable deaths,2019,2919.98854
VEN,Ambient air pollution attributable deaths,2019,604.65572
VEN,Ambient air pollution attributable deaths,2019,669.73068
VEN,Ambient air pollution attributable deaths,2019,4680.96959
VEN,Ambient air pollution attributable deaths,2019,166.72743
ATG,UV radiation attributable deaths per 100'000 capita,2002,0.15
ARG,UV radiation attributable deaths per 100'000 capita,2002,2.12
BHS,UV radiation attributable deaths per 100'000 capita,2002,0.55
BRB,UV radiation attributable deaths per 100'000 capita,2002,1.19
BLZ,UV radiation attributable deaths per 100'000 capita,2002,0.48
BOL,UV radiation attributable deaths per 100'000 capita,2002,2.35
BRA,UV radiation attributable deaths per 100'000 capita,2002,1.44
CAN,UV radiation attributable deaths per 100'000 capita,2002,2.51
CHL,UV radiation attributable deaths per 100'000 capita,2002,1.81
COL,UV radiation attributable deaths per 100'000 capita,2002,0.68
CRI,UV radiation attributable deaths per 100'000 capita,2002,2.17
CUB,UV radiation attributable deaths per 100'000 capita,2002,2.43
DOM,UV radiation attributable deaths per 100'000 capita,2002,0.68
ECU,UV radiation attributable deaths per 100'000 capita,2002,0.76
GRD,UV radiation attributable deaths per 100'000 capita,2002,0.31
GTM,UV radiation attributable deaths per 100'000 capita,2002,0.29
GUY,UV radiation attributable deaths per 100'000 capita,2002,0.18
HTI,UV radiation attributable deaths per 100'000 capita,2002,0.09
HND,UV radiation attributable deaths per 100'000 capita,2002,0.5
JAM,UV radiation attributable deaths per 100'000 capita,2002,0.52
SLV,UV radiation attributable deaths per 100'000 capita,2002,0.6
USA,UV radiation attributable deaths per 100'000 capita,2002,2.93
MEX,UV radiation attributable deaths per 100'000 capita,2002,0.93
NIC,UV radiation attributable deaths per 100'000 capita,2002,0.28
PAN,UV radiation attributable deaths per 100'000 capita,2002,0.77
PRY,UV radiation attributable deaths per 100'000 capita,2002,0.56
PER,UV radiation attributable deaths per 100'000 capita,2002,0.0
DOM,UV radiation attributable deaths per 100'000 capita,2002,0.68
KNA,UV radiation attributable deaths per 100'000 capita,2002,0.01
LCA,UV radiation attributable deaths per 100'000 capita,2002,0.48
VCT,UV radiation attributable deaths per 100'000 capita,2002,0.04
SUR,UV radiation attributable deaths per 100'000 capita,2002,0.2
TTO,UV radiation attributable deaths per 100'000 capita,2002,0.36
URY,UV radiation attributable deaths per 100'000 capita,2002,2.46
VEN,UV radiation attributable deaths per 100'000 capita,2002,0.99
ATG,UV radiation attributable deaths,2002,0.13
ARG,UV radiation attributable deaths,2002,811.89
BHS,UV radiation attributable deaths,2002,1.78
BRB,UV radiation attributable deaths,2002,3.0
BLZ,UV radiation attributable deaths,2002,1.34
BOL,UV radiation attributable deaths,2002,211.59
BRA,UV radiation attributable deaths,2002,2643.36
CAN,UV radiation attributable deaths,2002,801.72
CHL,UV radiation attributable deaths,2002,291.14
COL,UV radiation attributable deaths,2002,289.92
CRI,UV radiation attributable deaths,2002,92.24
CUB,UV radiation attributable deaths,2002,271.39
DOM,UV radiation attributable deaths,2002,64.16
ECU,UV radiation attributable deaths,2002,97.81
GRD,UV radiation attributable deaths,2002,0.32
GTM,UV radiation attributable deaths,2002,36.08
GUY,UV radiation attributable deaths,2002,1.35
HTI,UV radiation attributable deaths,2002,8.0
HND,UV radiation attributable deaths,2002,33.8
JAM,UV radiation attributable deaths,2002,13.91
SLV,UV radiation attributable deaths,2002,36.09
USA,UV radiation attributable deaths,2002,8784.73
MEX,UV radiation attributable deaths,2002,970.08
NIC,UV radiation attributable deaths,2002,15.14
PAN,UV radiation attributable deaths,2002,24.4
PRY,UV radiation attributable deaths,2002,32.44
PER,UV radiation attributable deaths,2002,0.0
DOM,UV radiation attributable deaths,2002,64.16
KNA,UV radiation attributable deaths,2002,0.0
LCA,UV radiation attributable deaths,2002,0.79
VCT,UV radiation attributable deaths,2002,0.04
SUR,UV radiation attributable deaths,2002,0.98
TTO,UV radiation attributable deaths,2002,4.68
URY,UV radiation attributable deaths,2002,81.67
VEN,UV radiation attributable deaths,2002,260.63
ATG,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,0.0
ARG,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,103.88
BHS,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,0.46
BRB,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,0.0
BLZ,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,9.61
BOL,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,3019.13
BRA,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,21569.81
CAN,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,2.36
CHL,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,7.81
COL,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,1477.88
CRI,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,15.81
CUB,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,9.1
DOM,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,777.13
ECU,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,903.55
GRD,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,0.5
GTM,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,2531.96
GUY,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,105.49
HTI,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,5286.06
HND,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,1003.72
JAM,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,125.11
SLV,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,536.86
USA,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,18.1
MEX,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,2438.97
NIC,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,688.8
PAN,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,187.63
PRY,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,407.87
PER,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,2057.08
DOM,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,777.13
KNA,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,1.29
LCA,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,0.24
SUR,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,22.74
TTO,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,4.61
URY,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,7.5
VEN,"Water, sanitation and hygiene attributable deaths ('000) in children under 5 years",2004,857.3
ATG,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,0.77
ARG,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,0.84
BHS,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,1.05
BRB,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,0.57
BLZ,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,5.39
BOL,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,37.64
BRA,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,13.65
CAN,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,1.09
CHL,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,1.26
COL,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,4.96
CRI,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,2.46
CUB,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,1.82
DOM,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,13.42
ECU,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,8.42
GRD,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,4.31
GTM,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,31.65
GUY,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,20.49
HTI,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,61.74
HND,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,17.26
JAM,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,8.12
SLV,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,11.6
USA,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,0.92
MEX,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,4.36
NIC,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,16.13
PAN,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,7.77
PRY,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,9.39
PER,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,9.19
DOM,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,13.42
KNA,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,7.87
LCA,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,0.81
SUR,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,13.36
TTO,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,1.96
URY,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,1.47
VEN,"Water, sanitation and hygiene attributable deaths per 100'000 capita",2004,5.9
ATG,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,0.0
ARG,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,3.12
BHS,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,1.62
BRB,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,0.0
BLZ,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,26.53
BOL,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,245.21
BRA,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,123.24
CAN,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,0.14
CHL,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,0.63
COL,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,33.3
CRI,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,4.0
CUB,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,1.34
DOM,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,72.69
ECU,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,62.93
GRD,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,5.38
GTM,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,126.35
GUY,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,132.33
HTI,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,428.45
HND,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,106.44
JAM,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,47.35
SLV,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,81.62
USA,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,0.09
MEX,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,22.85
NIC,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,102.27
PAN,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,54.95
PRY,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,56.23
PER,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,68.88
DOM,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,72.69
KNA,"Water, sanitation and hygiene  attributable deaths per 100'000 children under 5 years",2004,28.03
